TRT,REP,ENV,DTH,GFD,PHT,TNS,TGW,KA,KW,KL,KC,KLW,KPS,GWS
30,1,GH23,42,33,80,16.25,48.15450644,18.03110031,3.631459716,6.672109669,1.315734294,1.844128433,58.25,2.2225
30,2,GH23,43,20,76,15,39.45945946,15.79188149,3.474105108,6.063332039,1.27762898,1.750046901,27.75,1.59
30,1,FL23,41,34,90,14.5,33.76205788,16.23007373,3.273750513,6.332269123,1.355399403,1.908361601,38.875,1.69875
30,2,FL23,41,34,84.66666667,13.375,38.98181818,14.92562633,3.454681498,6.161352169,1.356548932,1.868118279,34.375,1.54
32,1,GH22,42,40,63,14.75,49.88636364,17.18856949,3.826547736,6.096421064,1.239632065,1.599318697,22,1.7325
32,2,GH22,38,39,72,15.5,54.95726496,18.7449498,3.970338026,6.443709312,1.252149054,1.628940243,29.25,1.7625
32,3,GH22,42,52,83,17.25,58.984375,20.3557648,3.953004093,6.931889008,1.291218321,1.761120128,32,1.6775
32,1,FL22,36,25,,,,,,,,,,
32,2,FL22,36,24,,,,,,,,,,
32,1,GH23,36,35,81,16.25,55.89285714,19.62217943,3.890028299,6.75512393,1.296337588,1.763626241,42,1.3875
32,2,GH23,37,33,75,14.5,56.51851852,19.62254639,3.871181012,6.828260151,1.302960508,1.77895128,33.75,1.435
32,1,FL23,34,33,85.33333333,13.125,36.71875,15.94935192,3.394652483,6.380567339,1.325746985,1.86218357,40,1.44875
32,2,FL23,34,36,74,11,38.11320755,15.75454019,3.362698459,6.274891031,1.379824291,1.969933755,33.125,1.3575
33,1,GH22,47,38,60,14.5,38,14.97404615,3.340684836,6.107356956,1.326259023,1.838884115,23.75,1.635
33,2,GH22,40,34,74,16.5,41.41666667,15.96336908,3.437098898,6.389526289,1.33858626,1.869846386,30,1.8725
33,3,GH22,40,46,81,16.25,50.90277778,18.36713339,3.72156405,6.690372379,1.318581069,1.802727879,36,2.095
33,1,FL22,35,21,,,,,,,,,,
33,2,FL22,35,20,,,,,,,,,,
33,1,GH23,38,30,77,16.75,35,16.00764257,3.305466252,6.517663199,1.365976693,1.982069832,38.5,1.1475
33,2,GH23,38,32,88,16.5,42.67973856,16.68894112,3.507842591,6.448970574,1.327864432,1.847228503,38.25,2.1525
33,1,FL23,36,32,77.66666667,14.375,33.30275229,15.08404736,3.178220705,6.401925492,1.415463648,2.047340011,40.875,1.705
33,2,FL23,36,35,76.66666667,13.42857143,33.80503145,15.11014985,3.167667661,6.442502157,1.457454993,2.094318868,39.75,1.45375
34,1,GH22,47,42,68,17.25,37.46031746,14.69452078,3.37831971,5.910638127,1.285593614,1.754442501,31.5,1.3025
34,2,GH22,46,37,76,18,40.25641026,15.89312203,3.448017174,6.349956503,1.3221923,1.849753945,29.25,1.93
34,3,GH22,45,51,73,16.5,41.59292035,16.08221963,3.454541107,6.33541532,1.308290298,1.838363146,28.25,0.975
34,1,FL22,40,22,,,,,,,,,,
34,2,FL22,38,28,,,,,,,,,,
34,1,GH23,41,30,76,17,35.38961039,14.40650472,3.255339743,6.092445094,1.365637171,1.904643803,38.5,1.8875
34,2,GH23,41,30,75,14.75,41.37651822,16.87039501,3.427193402,6.729822479,1.373821401,1.988133818,61.75,2.3225
34,1,FL23,38,32,85,15.125,31,14.33427574,3.160218106,6.107118055,1.407745404,1.964792852,43.75,1.66625
34,2,FL23,37,33,84,14.125,32.88184438,13.7921051,3.218754793,6.021253949,1.352856054,1.907474735,43.375,1.35375
35,1,GH22,45,40,70,17.75,45.29411765,16.40921646,3.748700826,5.907392758,1.237057745,1.581881656,38.25,1.63
35,2,GH22,44,33,78,19.25,41.96428571,15.6997603,3.673329214,5.826157897,1.243483348,1.592895196,42,1.1325
35,3,GH22,47,47,87,18.25,50.83333333,17.5871048,3.851394167,6.17753634,1.243400562,1.61128589,33,1.3275
35,1,FL22,42,28,,,,,,,,,,
35,2,FL22,43,36,,,,,,,,,,
35,1,GH23,44,37,85,18,39.36170213,15.66057272,3.394258501,6.270938898,1.318118519,1.853803111,35.25,1.5425
35,2,GH23,41,32,93,17.75,41.89781022,16.73337594,3.506686458,6.497099821,1.329063945,1.86176549,34.25,2.29
35,1,FL23,41,37,89.66666667,15.25,36.5615142,15.76106226,3.407001305,6.300280058,1.324217233,1.807527129,39.625,1.685
35,2,FL23,41,38,84,15.25,37.44827586,15.32326413,3.409358203,6.084861782,1.333115905,1.85761516,36.25,1.69625
36,1,GH22,44,39,82,19.25,41.11111111,16.01707181,3.421220205,6.429341626,1.336401151,1.886768289,31.5,1.7525
36,2,GH22,42,36,82,18.25,45.23809524,17.31311745,3.536166306,6.698401301,1.339542594,1.903930014,31.5,1.655
36,3,GH22,44,45,83,18.75,49.01315789,18.24287808,3.644778348,6.816683836,1.328870035,1.875579976,38,2.115
36,1,FL22,40,27,,,,,,,,,,
36,2,FL22,39,28,,,,,,,,,,
36,1,GH23,40,34,88,18.25,42.01219512,16.74318859,3.372500177,6.748295073,1.375347153,2.007959475,41,1.795
36,2,GH23,42,26,86,18.5,35.08928571,15.87786849,3.227081929,6.78679152,1.459747824,2.124246145,56,2.1725
36,1,FL23,38,33,93,15.25,37.71875,15.8364206,3.289601964,6.456978952,1.387728737,2.010382379,40,1.5
36,2,FL23,41,34,88.33333333,15.875,37.91208791,15.92182146,3.315713682,6.562705184,1.370169288,1.970833741,34.125,1.40875
37,1,GH22,46,40,85,19,53.60655738,19.40843771,3.780270389,6.968580847,1.331926322,1.851122302,30.5,1.245
37,2,GH22,48,36,97,19.25,55.48148148,20.09346542,3.920628224,7.011893746,1.309323109,1.794947878,33.75,1.775
37,3,GH22,48,44,89,19.75,62.53731343,22.08994172,3.976633187,7.537132723,1.352331381,1.903300141,33.5,1.625
37,1,FL22,46,34,,,,,,,,,,
37,2,FL22,45,32,,,,,,,,,,
37,1,GH23,44,24,86,18.25,37.9338843,14.75421679,3.417838252,5.828986064,1.285208061,1.713103764,30.25,2.505
37,2,GH23,47,30,86,16.75,46.04278075,17.09315625,3.703250497,6.213772789,1.270818776,1.687170329,46.75,1.42
37,1,FL23,40,37,99.33333333,15.375,38.86039886,17.4338849,3.373126571,6.957184712,1.443439647,2.092062534,43.875,1.4325
37,2,FL23,39,37,101.3333333,15.375,41.24113475,17.14851171,3.417957322,6.964966898,1.411512113,2.047005545,35.25,1.415
38,1,GH22,44,39,71,15.5,40.07692308,14.77472324,3.450190567,5.845146273,1.277594879,1.700747496,32.5,1.9275
38,2,GH22,39,50,71,16.75,45.95238095,16.93247974,3.67709255,6.276702355,1.277154529,1.7152693,42,1.67
38,3,GH22,44,49,82,15.5,44.82758621,16.07690597,3.582400995,6.091898711,1.277570009,1.709547905,21.75,2.8
38,1,FL22,35,22,,,,,,,,,,
38,2,FL22,35,23,,,,,,,,,,
38,1,GH23,41,31,80,21.25,42.65536723,16.35171216,3.484040787,6.327737195,1.313952883,1.822312726,44.25,1.7525
38,2,GH23,39,31,80,21,49.15343915,18.54777923,3.678241068,6.743242587,1.325714081,1.842329328,47.25,0.89
38,1,FL23,38,35,80.33333333,13.375,35.64171123,14.44959366,3.139673541,6.143112172,1.372709937,1.954422804,46.75,2.01625
38,2,FL23,36,37,75.33333333,12,32.32835821,13.91785835,3.210539782,6.031329744,1.355028952,1.925796771,41.875,1.415
39,1,GH22,47,41,69,17.75,40.49689441,15.42539272,3.525828579,5.753992424,1.247896063,1.643873285,40.25,1.325
39,2,GH22,46,37,71,18.5,33.55555556,13.20278757,3.269188207,5.458940566,1.266371473,1.680267051,33.75,1.4825
39,3,GH22,49,46,76,18.75,37.92857143,14.87886094,3.409141511,5.859541088,1.284502353,1.730324029,35,1.665
39,1,FL22,37,24,,,,,,,,,,
39,2,FL22,38,21,,,,,,,,,,
39,1,GH23,47,35,85,17.75,40.06493506,16.11664332,3.373206008,6.554546934,1.363325232,1.951709163,38.5,1.9025
39,2,GH23,45,34,97,20.25,51.17318436,18.75304668,3.657117386,6.951834621,1.345346557,1.908736578,44.75,1.905
39,1,FL23,38,38,73.33333333,15.25,35.56728232,15.09034802,3.200072514,6.344466231,1.38157806,2.007008042,47.375,2.15
39,2,FL23,38,35,94.66666667,14.875,35.71052632,15.10777526,3.193041574,6.365126254,1.382429356,2.011087363,47.5,1.957142857
41,1,GH22,40,39,73,16.5,42.22891566,16.50685615,3.518820762,6.359493672,1.3092853,1.819931395,41.5,1.5475
41,2,GH22,39,38,82,18,38.71345029,15.61605048,3.463685103,6.15425954,1.299527379,1.785736524,42.75,1.945
41,3,GH22,41,48,74,16.25,50.96385542,19.39375232,3.767297946,6.967389792,1.334115588,1.86141595,41.5,2.505
41,1,FL22,38,30,,,,,,,,,,
41,2,FL22,38,29,,,,,,,,,,
41,1,GH23,36,37,93,17.5,45.1572327,16.94257894,3.569154494,6.381936925,1.308419711,1.796386798,39.75,2.1725
41,2,GH23,36,37,102,17.5,46.97297297,18.05444509,3.601848945,6.754590835,1.335953242,1.88851135,46.25,1.5375
41,1,FL23,36,32,82,14,32.43243243,14.93172925,3.158865362,6.420318079,1.386630374,2.013736979,46.25,1.5325
41,2,FL23,36,35,75.33333333,13.25,33.54166667,14.62217064,3.175465126,6.299777413,1.398501532,2.03739394,42,1.6825
42,1,GH22,42,37,59,15.5,36.08695652,14.54053625,3.318555802,6.001373196,1.321207354,1.825123325,34.5,1.87
42,2,GH22,42,46,61,16.75,41.76470588,15.66598876,3.514111263,6.115370248,1.325310461,1.759169782,42.5,1.795
42,3,GH22,44,46,79,16,49.24242424,17.79200364,3.718067337,6.50912139,1.286375905,1.755881589,33,2.0825
42,1,FL22,41,24,,,,,,,,,,
42,2,FL22,41,25,,,,,,,,,,
42,1,GH23,41,33,100,21.5,53.01587302,19.34695142,3.704085692,7.103133139,1.365670849,1.930411858,47.25,1.2175
42,2,GH23,41,34,95,20.25,52.11009174,19.37155421,3.696354276,7.14148623,1.363072111,1.939329581,27.25,1.7775
42,1,FL23,38,33,70.66666667,15.375,30.4787234,13.7710952,3.140742965,6.108856081,1.387846378,1.984989707,47,1.2475
42,2,FL23,38,35,68.66666667,14.625,28.15920398,14.11684347,3.101735748,6.143523077,1.398642348,2.008565395,50.25,1.74375
43,1,GH22,46,40,80,18.75,43.55932203,16.60686707,3.455931572,6.575123497,1.347576822,1.913089028,44.25,1.27
43,2,GH22,42,47,73,18.25,43.94736842,17.20734554,3.561167958,6.632989684,1.335649421,1.878636408,38,1.17
43,3,GH22,48,48,89,18.5,56.28140704,20.00084816,3.836632204,7.122573243,1.32864321,1.864454242,49.75,1.9925
43,1,FL22,39,31,,,,,,,,,,
43,2,FL22,39,39,,,,,,,,,,
43,1,GH23,47,35,76,20,40.75581395,16.4571928,3.457397018,6.455719507,1.335260655,1.876562033,43,1.7675
43,2,GH23,41,29,80,17.75,38.27956989,16.34095522,3.540365438,6.288531649,1.319764947,1.792238006,23.25,2.07
43,1,FL23,41,39,79.33333333,17.375,33.46473029,14.42750019,3.24241784,6.539162044,1.431791848,2.100554811,60.25,1.155
43,2,FL23,41,39,90,15.57142857,29.63350785,15.92609816,3.035999541,6.725670521,1.494441853,2.197062853,54.57142857,1.33625
44,1,GH22,44,34,67,19.5,37.58865248,16.53947834,3.314444898,6.857850496,1.433965761,2.091377331,35.25,2.1725
44,2,GH22,48,44,85,19.5,42.97101449,16.83402742,3.504898974,6.598371286,1.348109743,1.892589684,34.5,1.635
44,3,GH22,52,41,83,22.5,48.26086957,17.7873566,3.603635727,6.68350777,1.32606492,1.862466922,34.5,2.0325
44,1,FL22,42,30,,,,,,,,,,
44,2,FL22,41,26,,,,,,,,,,
44,1,GH23,36,48,90,15.75,38.24120603,15.10733775,3.391432028,6.100599679,1.317306375,1.809239608,49.75,2.09
44,2,GH23,44,28,84,16.75,41.63934426,15.86210675,3.49334408,6.138715775,1.28765792,1.768740246,45.75,1.45
44,1,FL23,43,37,76.66666667,16,34.81781377,16.69312763,3.224834722,6.84440759,1.424043307,2.048849549,61.75,1.82375
44,2,FL23,41,36,78.33333333,17.42857143,38.70056497,15.692567,3.288103627,6.549483572,1.430819987,2.10262826,50.57142857,2.07375
45,1,GH22,48,36,92,17.75,43.28671329,16.37691591,3.525696126,6.225916132,1.295885633,1.775095712,35.75,1.7675
45,2,GH22,45,29,101,18.5,40.52083333,16.21547769,3.545336393,6.162138782,1.284770838,1.747129045,48,1.44
45,3,GH22,45,42,87,17.75,49.85074627,18.69616115,3.705820296,6.811318808,1.323776246,1.849471798,50.25,2.0325
45,1,FL22,42,31,,,,,,,,,,
45,2,FL22,40,30,,,,,,,,,,
45,1,GH23,44,33,94,18,42.59803922,16.421856,3.531561354,6.408440825,1.335947281,1.829742347,51,2.5
45,2,GH23,41,27,91,18.25,36.17647059,15.01257349,3.279297326,6.159650509,1.336732376,1.891213658,42.5,1.5575
45,1,FL23,38,33,90,13.375,37.95665635,16.70919237,3.234985389,6.673966029,1.412792149,2.05260157,40.375,1.88125
45,2,FL23,38,33,92,13.75,39.47214076,15.76844835,3.378884326,6.563174211,1.390625529,1.995529823,42.625,1.89875
46,1,GH22,47,40,72,20,44.79041916,16.82303627,3.593404082,6.336052587,1.293129375,1.77134667,41.75,1.18
46,2,GH22,50,43,73,19.5,39.66850829,15.69026039,3.382507157,6.373773052,1.348257419,1.903053489,45.25,1.1775
46,3,GH22,46,49,79,18.75,53.3974359,19.72729249,3.793290993,7.011120193,1.320406543,1.854616275,39,1.175
46,1,FL22,43,33,,,,,,,,,,
46,2,FL22,42,28,,,,,,,,,,
46,1,GH23,42,31,79,18,34.78571429,13.86990996,3.268196408,5.562539283,1.355474067,1.7868702,35,1.3625
46,2,GH23,41,38,86,18.25,45,17.41437974,3.522104402,6.626252011,1.336513008,1.905454704,39.5,2.555
46,1,FL23,41,37,72.33333333,15.625,31.98717949,15.1709241,3.095344309,6.373881994,1.411123577,2.069372562,39,1.35625
46,2,FL23,41,38,77.66666667,14.375,31.06904232,14.59327884,3.214718258,6.338346433,1.393449859,2.004112184,56.125,1.42625
47,1,GH22,40,39,71,17.5,46.18181818,17.19193404,3.655038622,6.405988592,1.300096886,1.761993997,27.5,1.905
47,2,GH22,40,32,80,18.25,47.27272727,17.13003311,3.743246819,6.226891835,1.264691891,1.67427756,24.75,1.4725
47,3,GH22,44,37,95,19.5,49.8125,18.33738314,3.722515667,6.807039543,1.335525258,1.841172562,40,2.3675
47,1,FL22,38,25,,,,,,,,,,
47,2,FL22,37,26,,,,,,,,,,
47,1,GH23,38,30,86,22,40.4,15.53619274,3.456026843,6.020253461,1.290673326,1.751794388,43.75,1.975
47,2,GH23,40,27,85,22,44.51612903,17.43375361,3.56191672,6.726596078,1.407025212,1.935998805,46.5,2.305
47,1,FL23,35,40,88,14.25,37.40890688,15.66241249,3.31793554,6.380627552,1.397757111,1.940235561,30.875,1.4225
47,2,FL23,34,35,96,14.375,37.64084507,15.29263684,3.315319916,6.33687444,1.366461789,1.945856707,35.5,1.53625
48,1,GH22,49,43,73,22.75,48.54748603,17.78366763,3.698628043,6.457885001,1.294855671,1.755754659,44.75,1.295
48,2,GH22,50,39,70,23.75,41.39240506,15.68439951,3.534777461,6.082601953,1.2924115,1.733994974,39.5,1.425
48,3,GH22,53,46,82,24.25,53.8410596,19.35567499,3.825612635,6.745631542,1.29057872,1.771387169,37.75,1.8625
48,1,FL22,48,31,,,,,,,,,,
48,2,FL22,46,27,,,,,,,,,,
48,1,GH23,48,29,96,16.75,45.43478261,17.5267065,3.577973933,6.667580592,1.337222767,1.88129466,46,1.7225
48,2,GH23,49,28,94,15.25,38.15789474,14.95076516,3.345834728,6.086501493,1.369827507,1.893571531,38,1.965
48,1,FL23,47,35,82.66666667,17,32.20750552,15.5534778,3.162579594,6.364222501,1.379082675,1.987360808,56.625,1.50875
48,2,FL23,47,33,86.33333333,17.75,35.98698482,14.64982446,3.276814741,6.21305018,1.390794634,1.981344143,57.625,1.29375
49,1,GH22,47,42,85,19.75,45.61290323,16.88490868,3.59455321,6.430449189,1.314172507,1.800914566,38.75,1.0575
49,2,GH22,44,33,84,19.75,45,16.64055602,3.669563061,6.282070137,1.317479944,1.740470528,32,0.97
49,3,GH22,47,46,72,19.25,57.65957447,20.53586979,3.926724832,7.152187026,1.321013973,1.829013784,35.25,1.935
49,1,FL22,40,25,,,,,,,,,,
49,2,FL22,41,24,,,,,,,,,,
49,1,GH23,39,28,94,20.25,42.19409283,16.23844136,3.529149319,6.371177634,1.328088163,1.814134098,59.25,1.595
49,2,GH23,41,28,96,18.5,36.22093023,14.33489828,3.336353694,5.670704648,1.282627562,1.71950729,43,1.2225
49,1,FL23,38,34,94.66666667,16.5,35.66350711,15.59791595,3.305330574,6.502328193,1.413053947,2.020518822,52.75,
49,2,FL23,37,31,95.33333333,16.25,34.60136674,15.90326805,3.278994845,6.585528378,1.39418495,2.005228905,54.875,1.78875
50,1,GH22,43,41,78,18.75,45.62874251,16.54286222,3.660707687,6.087655821,1.260712554,1.670444637,41.75,1.445
50,2,GH22,42,36,73,17,39.7972973,15.08287989,3.546470432,5.790748786,1.256082412,1.640029587,37,1.2825
50,3,GH22,39,56,84,16.25,49.32291667,18.18751817,3.755507844,6.50810142,1.274674409,1.736561126,48,1.5725
50,1,FL22,37,25,,,,,,,,,,
50,2,FL22,37,24,,,,,,,,,,
50,1,GH23,38,37,85,15.5,40.51282051,16.01681671,3.485328621,6.15435511,1.290507911,1.768426098,48.75,1.305
50,2,GH23,39,35,85,16.5,40.08695652,15.84994538,3.474367895,6.120438755,1.293773713,1.769463332,57.5,1.2825
50,1,FL23,35,38,91.33333333,14.42857143,31.34986226,14.28866479,3.162569291,6.026814891,1.350772536,1.907197991,45.375,1.68
50,2,FL23,35,40,81.33333333,13.625,32.08877285,14.05381377,3.185912517,5.989309304,1.348013776,1.902762043,47.875,1.485
51,1,GH22,40,43,70,13.5,41.72727273,15.72780836,3.527583412,5.985576941,1.269231462,1.702926655,27.5,1.98
51,2,GH22,43,42,72,14.5,42.75229358,16.21850657,3.534319208,6.255693743,1.294440568,1.777817073,27.25,2.0175
51,3,GH22,35,52,71,14,46.18181818,17.89182261,3.654254739,6.618060351,1.309666014,1.820243146,41.25,2.38
51,1,FL22,35,20,,,,,,,,,,
51,2,FL22,34,24,,,,,,,,,,
51,1,GH23,37,36,100,21.75,37.09251101,15.24962675,3.276202675,6.487843981,1.40075236,1.991841126,56.75,1.9575
51,2,GH23,41,41,89,21.75,40.18957346,16.213937,3.367108086,6.722753504,1.406457628,2.006223819,52.75,1.56
51,1,FL23,33,37,83.33333333,12,34.70383275,15.38181008,3.276575957,6.307046414,1.358478716,1.934104736,35.875,1.7525
51,2,FL23,34,37,76.66666667,10.75,36.29343629,15.21818254,3.314823536,6.310432358,1.356946592,1.914811348,32.375,1.8375
52,1,GH22,44,44,67,15.25,48.62068966,18.16107661,3.589757218,6.779352175,1.332078321,1.891412049,21.75,1.3975
52,2,GH22,41,35,62,15,51.05263158,19.23050755,3.712577079,7.038723785,1.334464757,1.902261646,19,1.64
52,3,GH22,40,48,79,15.75,56.08695652,20.22160766,3.718478478,7.285174426,1.357868472,1.963094044,34.5,1.855
52,1,FL22,39,26,,,,,,,,,,
52,2,FL22,38,23,,,,,,,,,,
52,1,GH23,40,34,79,14.25,34.48648649,14.9755669,3.207770921,6.424358906,1.40563135,2.020403332,46.25,2.03
52,2,GH23,37,36,77,13,42.52173913,16.51649237,3.514535297,6.360407889,1.326317412,1.826313537,28.75,2.3775
52,1,FL23,35,32,75.66666667,14.875,,17.21907105,,6.925757807,,,,1.77625
52,2,FL23,35,32,63,14.25,41.3583815,,3.3882094,,1.403169039,2.054098462,43.25,1.22625
53,1,GH22,41,43,68,17.75,40.50632911,15.67712773,3.445704334,6.178024576,1.310353742,1.804738605,39.5,2.0425
53,2,GH22,43,44,72,17.75,45.40540541,16.60747449,3.635594137,6.198585277,1.274556359,1.71229214,37,1.8275
53,3,GH22,39,45,81,17.25,51.57303371,18.70238187,3.759254705,6.724010048,1.300172111,1.794975908,44.5,1.9425
53,1,FL22,35,26,,,,,,,,,,
53,2,FL22,36,25,,,,,,,,,,
53,1,GH23,35,39,96,17.25,42.4,17.27312838,3.515925004,6.606928442,1.361355441,1.919273727,50,1.3675
53,2,GH23,38,36,101,16.25,41.16022099,17.11509363,3.499646111,6.6345448,1.352654144,1.908859819,45.25,0.8825
53,1,FL23,36,34,71.66666667,14.125,31.32963989,14.50034206,3.052574054,6.206690068,1.397762431,2.051390015,45.125,1.764285714
53,2,FL23,36,37,69.66666667,14,32.53807107,13.98520125,3.150699039,6.155103922,1.367398251,1.988300577,49.25,1.3675
54,1,GH22,42,44,73,17,49.4017094,17.50440184,3.776666434,6.209460216,1.261330718,1.6555786,29.25,1.68
54,2,GH22,41,31,81,17.25,49.80582524,17.89583464,3.85296456,6.313271562,1.260985708,1.646774281,25.75,1.675
54,3,GH22,39,55,87,16.25,55.66371681,19.54605235,3.966907581,6.612638558,1.258599719,1.672311041,28.25,1.115
54,1,FL22,35,23,,,,,,,,,,
54,2,FL22,35,21,,,,,,,,,,
54,1,GH23,36,31,74,15.25,48.33333333,18.29105541,3.48089961,7.127209619,1.397325476,2.051741854,27,1.7075
54,2,GH23,35,32,76,14,48.85714286,18.75627773,3.495594603,7.162049783,1.387128907,2.052194296,26.25,1.7025
54,1,FL23,35,36,80.33333333,11.875,40.97560976,16.18481255,3.47453555,6.376985561,1.340133871,1.889270365,41,1.7225
54,2,FL23,34,33,79,12.85714286,38.95081967,16.68863362,3.422540948,6.460587487,1.34098297,1.875183915,38.125,1.51125
55,1,GH22,43,39,88,16.75,49.19254658,18.32412013,3.751167786,6.617299231,1.294542012,1.771753486,40.25,1.7475
55,2,GH22,46,39,101,18.5,51.40127389,18.58850263,3.814803206,6.614304794,1.284066039,1.742864773,39.25,1.985
55,3,GH22,42,48,96,17.75,54.71264368,19.55069892,3.884479342,6.75108591,1.283371919,1.743828641,43.5,1.71
55,1,FL22,43,35,,,,,,,,,,
55,2,FL22,,,,,,,,,,,,
55,1,GH23,41,27,84,18,38.76237624,15.52152069,3.388276688,6.231064125,1.344786291,1.855933374,50.5,1.375
55,2,GH23,39,35,85,19.75,35.25423729,15.27311669,3.265934864,6.312657386,1.376653762,1.974598748,44.25,1.485
55,1,FL23,40,40,100.6666667,16.375,37.58713137,17.16413506,3.35677963,6.65589889,1.404930396,2.01207502,46.625,1.325
55,2,FL23,41,41,92,15.625,42.12034384,16.36467333,3.50235555,6.637750961,1.350357,1.914304347,43.625,1.4075
56,1,GH22,43,44,73,17.75,46.19834711,17.20726809,3.633969567,6.398480378,1.287310581,1.765303786,30.25,2.2725
56,2,GH22,42,33,87,20.25,46.85714286,17.19344252,3.64087363,6.504287498,1.305344186,1.789166829,35,1.5375
56,3,GH22,41,48,90,19.5,53.38129496,19.35520814,3.822606731,6.910392291,1.306673684,1.812681203,34.75,1.8125
56,1,FL22,35,23,,,,,,,,,,
56,2,FL22,35,20,,,,,,,,,,
56,1,GH23,41,35,76,18,40.8040201,15.84789506,3.45221969,6.202465599,1.313854885,1.811197722,49.75,2.415
56,2,GH23,41,32,80,17,42.83783784,16.62404751,3.552123796,6.30756689,1.302129513,1.786164659,55.5,2.5275
56,1,FL23,34,32,83,13.5,37.79255319,15.78556718,3.292405325,6.586971685,1.446706348,2.066768467,47,1.33375
56,2,FL23,34,32,83,12,36.60447761,16.19803656,3.241219803,6.754053278,1.400957468,2.051757867,33.5,1.91375
57,1,GH22,51,40,72,18.5,42.77486911,16.41179769,3.500034901,6.279476201,1.297229398,1.800555408,47.75,1.1225
57,2,GH22,47,43,73,20,39.30107527,15.48599049,3.406993556,6.192763633,1.315937108,1.829144978,46.5,1.08
57,3,GH22,49,45,69,21.5,47.09090909,17.91309354,3.638155207,6.640539481,1.314542276,1.834111571,41.25,1.2375
57,1,FL22,45,37,,,,,,,,,,
57,2,FL22,42,37,,,,,,,,,,
57,1,GH23,43,31,75,16,40.22058824,16.16458323,3.375298472,6.637321286,1.37548662,1.972966623,34,1.7175
57,2,GH23,42,32,70,15.5,39.22222222,15.57322744,3.250045526,6.593344443,1.393167043,2.035732898,22.5,1.6625
57,1,FL23,45,34,86,16.25,37.42424242,14.34764702,3.34127839,6.326550091,1.397561377,1.993043801,47.14285714,1.3475
57,2,FL23,47,35,83.66666667,15.85714286,30.38888889,16.18091823,3.065776589,6.533346736,1.43490123,2.106131841,45,1.11375
58,1,GH22,50,32,64,21.5,39.06976744,16.21329161,3.377881113,6.578146953,1.375351665,1.963925584,43,1.2025
58,2,GH22,51,36,85,23.25,42.94871795,16.24716137,3.562242203,6.311608648,1.307230337,1.779827967,39,0.84
58,3,GH22,54,39,71,21.25,41.68224299,17.56606395,3.447520831,6.97022895,1.400863653,2.037177937,26.75,1.995
58,1,FL22,36,,,,,,,,,,,
58,2,FL22,39,,,,,,,,,,,
58,1,GH23,55,19,88,17,51.35338346,18.9142285,3.873379577,6.650859827,1.295670062,1.724694337,33.25,1.415
58,2,GH23,50,26,85,13.75,51.98473282,19.30005075,3.800308096,6.838921212,1.317681903,1.813036592,32.75,2.11
58,1,FL23,34,45,90.33333333,18.25,28.58921162,13.50342285,3.00530084,6.320056951,1.486532222,2.190810351,60.25,1.13375
58,2,FL23,33,47,84,18.25,28.24766355,14.08520993,2.93337698,6.490973928,1.489697117,2.189330891,53.5,1.39875
59,1,GH22,44,39,82,15.5,47.22972973,18.02994918,3.647304837,6.677304755,1.315598128,1.84066736,37,0.9475
59,2,GH22,44,33,87,17.5,43.62637363,17.33304447,3.560708787,6.58702136,1.329493237,1.85592731,45.5,1.2175
59,3,GH22,46,42,90,17,46.84931507,19.0326009,3.601075857,7.11296276,1.374338778,1.987729255,36.5,1.255
59,1,FL22,41,27,,,,,,,,,,
59,2,FL22,40,30,,,,,,,,,,
59,1,GH23,42,29,76,16.75,39.28571429,15.52363846,3.353294715,6.314419613,1.361394274,1.907686008,35,1.925
59,2,GH23,42,29,79,16.5,44.32835821,17.11652623,3.497848381,6.716501674,1.357991032,1.929083499,33.5,2.1725
59,1,FL23,39,31,83.66666667,13,32.51533742,15.86279352,3.235441215,6.509837653,1.408444235,2.034303318,40.75,1.23625
59,2,FL23,38,36,82,12.125,35.29780564,15.37538578,3.29094911,6.529819115,1.407284452,2.035929741,39.875,1.392857143
60,1,GH22,47,40,74,20.5,50.5,18.39498892,3.725317038,6.600291038,1.290120595,1.779101351,45,1.505
60,2,GH22,47,37,73,19.75,39.42307692,15.57678765,3.517136179,6.036235777,1.281663346,1.725224694,39,1.545
60,3,GH22,52,39,68,24,43.6746988,17.40893341,3.580797265,6.556651752,1.317167032,1.844704561,41.5,2.4475
60,1,FL22,45,29,,,,,,,,,,
60,2,FL22,42,33,,,,,,,,,,
60,1,GH23,44,31,89,18.25,46.22009569,18.20726978,3.647094703,6.879811572,1.359749593,1.896589252,52.25,2.2825
60,2,GH23,30,41,97,17.25,49.80295567,18.96028301,3.702388225,6.867075176,1.328158966,1.862444492,50.75,1.2175
60,1,FL23,47,34,85.33333333,19.625,22.6059322,13.74147214,2.74975788,6.489127438,1.599400302,2.387019178,59,1.975
60,2,FL23,46,35,73.66666667,18.75,25.60200669,12.67347885,2.911659165,6.381481446,1.526795366,2.270371226,74.75,2.225
61,1,GH22,41,40,62,15,37.41666667,14.82120854,3.247729758,6.26888496,1.357292734,1.936220686,30,2.2375
61,2,GH22,40,35,56,16.5,35.70247934,15.042922,3.240119739,6.446232495,1.385849798,1.998668567,30.25,2.52
61,3,GH22,38,54,69,15.5,43.04347826,16.85950613,3.42976596,6.800712549,1.379923366,1.992783676,28.75,2.0825
61,1,FL22,35,25,,,,,,,,,,
61,2,FL22,34,27,,,,,,,,,,
